id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/23264671,Biomolecular Archaeology: An Introduction,Journal of Anthropological Research,2012,,article,book-review,jstor,,2012-07-01,2,68,http://www.jstor.org/stable/23264671,Brian M. Kemp; Terry Brown; Keri Brown,University of New Mexico,eng,278,279,,biomolecular archaeology; adna textbook; ancient dna; biomolecular scientists; ancient; berlin springer; archaeologists; biomolecular archaeologist; lactase persistence; archaeologists and biomolecular,755,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26530252,Warsaw breakage syndrome DDX11 helicase acts jointly with RAD17 in the repair of bulky lesions and replication through abasic sites,Proceedings of the National Academy of Sciences of the United States of America,2018,,article,research-article,jstor,,2018-08-14,33,115,http://www.jstor.org/stable/26530252,Takuya Abe; Masato Ooka; Ryotaro Kawasumi; Keiji Miyata; Minoru Takata; Kouji Hirota; Dana Branzei,National Academy of Sciences,eng,8412,8417,,gene conversion; repair; helicase; replication; fanconi anemia; bulky lesions; breakage syndrome; homologous recombination; hypermutation; warsaw breakage,8640,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24504201,"Proxy comparison in ancient peat sediments: pollen, macrofossil and plant DNA",Philosophical Transactions: Biological Sciences,2015,,article,research-article,jstor,,2015-01-19,1660,370,http://www.jstor.org/stable/24504201,Laura Parducci; Minna Väliranta; J. Sakari Salonen; Tiina Ronkainen; Irina Matetovici; Sonia L. Fontana; Tiina Eskola; Pertti Sarala; Yoshihisa Suyama,Royal Society,eng,1,9,,pollen; macrofossils; holocene; sediments; weichselian interstadial; sequences; proxies; peat sediments; three proxies; quercus spp,9029,9,unigrams; bigrams; trigrams
ark://27927/phz9rn92kjj,Oligonucleotide loaded polypeptide‐peptide nanoparticles towards mitochondrial‐targeted delivery,Polymers for Advanced Technologies,2019,10.1002/pat.4707,article,,portico,,2019-10-01,10,30,http://doi.org/10.1002/pat.4707,Hanna Rapaport; Noa Harduf; Ifat Cohen‐Erez,"John Wiley & Sons, Inc.",eng,2506,2514,,pop nps; mitochondria; dna pop; dna pop nps; peptide; cohen erez; pfk peptide; nps dna; pfk dna; penetrating peptides,5506,9,unigram; bigram; trigram
ark://27927/phzk9nct3z8,The Viking Great Army in England: new dates from the Repton charnel,Antiquity,2018,10.15184/aqy.2017.196,article,research-article,portico,,2018-02-02,361,92,http://doi.org/10.15184/aqy.2017.196,Catrine L. Jarman; Christopher Bronk Ramsey; Martin Biddle; Tom Higham,Cambridge University Press,eng,183,199,,charnel; charnel oxa; repton; biddle; charnel deposit; viking; terrestrial calibration; antiquity publications; viking great; radiocarbon,6420,17,unigram; bigram; trigram
ark://27927/phz1dqwthgx,"Osteodental biology of the People of Portus Romae (Necropolis of Isola Sacra, 2nd–3rd cent. AD)",American Journal of Physical Anthropology,2000,10.1002/1096-8644(200007)112:3<438::AID-AJPA14>3.0.CO;2-T,article,,portico,,2000-07-01,3,112,http://doi.org/10.1002/1096-8644(200007)112:3<438::AID-AJPA14>3.0.CO;2-T,Jerome C. Rose; Peter S. Ungar,"John Wiley & Sons, Inc.",eng,438,440,,mummies; isola sacra; population genetics; portus romae; aidan cockburn; anthropology; bone remodeling; textbook; material; concerning bone,4704,8,unigram; bigram; trigram
ark://27927/phzd30b44nv,"Contrasting Patterns of Clonality in Two Closely Related Mallee Species from Western Australia, Eucalyptus argutifolia and E. obtusiflora (Myrtaceae)",Australian Journal of Botany,1997,10.1071/BT96082,article,,portico,,1997-01-01,4,45,http://doi.org/10.1071/BT96082,W. J. Kennington; S. H. James,CSIRO Publishing,eng,679,689,,genets; multilocus genotypes; clonal; mallee; populations; eucalyptus; mallee species; clonal growth; species; parrot ridge,5256,12,unigram; bigram; trigram
ark://27927/pjb1rr4cvqq,THE PRECERAMIC AND EARLY CERAMIC PERIODS IN BELIZE AND THE CENTRAL MAYA LOWLANDS,Ancient Mesoamerica,2021,10.1017/S0956536121000444,article,introduction,portico,,2021-10-01,3,32,http://doi.org/10.1017/S0956536121000444,Lauren A. Sullivan; Jaime J. Awe; Christophe Helmke; W. James Stemp; Joyce Marcus,Cambridge University Press,eng,416,438,,belize; maya lowlands; middle preclassic; preceramic; archaic; central maya; northern belize; central maya lowlands; prufer; acosta ochoa,22141,23,unigram; bigram; trigram
ark://27927/pjb637194x5,"It runs in the family: Kinship analysis using foot anomalies in the cemetery of Middenbeemster (Netherlands, 17th to 19th century)",International Journal of Osteoarchaeology,2022,10.1002/oa.3100,article,article,portico,,2022-07-01,4,32,http://doi.org/10.1002/oa.3100,Sarah A. Schrader; Elle B. K. Liagre; Menno L. P. Hoogland,"John Wiley & Sons, Inc.",eng,769,782,,kinship; hypothetical kinship; coalition; navicular; accessory navicular; kinship group; traits; calcaneus; lateral cuneiform; hypothetical kinship group,9965,14,unigram; bigram; trigram
http://www.jstor.org/stable/45163154,Life and living conditions in north-west Arabia during the Bronze Age: first results from the bioarchaeological work at Qurayyah,Proceedings of the Seminar for Arabian Studies,2018,,article,research-article,jstor,,2018-01-01,,48,http://www.jstor.org/stable/45163154,Marta Luciani; Michaela Binder; Abdullah S. Alsaud,Archaeopress,eng,185,200,,luciani; bronze age; marta luciani; luciani michaela; archaeological; michaela binder; archaeological project; binder abdullah; arabia; marta luciani michaela,7831,16,unigrams; bigrams; trigrams
ark://27927/pjcr8rzmf9,The First Insight into Mitochondrial DNA Haplogroup Prediction for a Population Originating from Medieval Bosnia,Human Biology,2024,10.1353/hub.2017.a931432,article,research-article,portico,,2024-09-10,4,94,http://doi.org/10.1353/hub.2017.a931432,Belma Jusic; Adisa Ahmic; Amela Pilav; Abdurahim Kalajdzic; Merima Miralem; Mirela Dzehverovic; Lejla Pojskic; Edin Bujak; Tarik Corbo; Naris Pojskic; Lejla Lasic; Rifat Hadziselimovic,BioOne,eng,189,202,,haplogroup; bosnia; medieval; medieval bosnia; mtdna haplogroup; mitochondrial dna; bosnian population; populations; genetic; gora travnik,10552,14,unigram; bigram; trigram
ark://27927/pc0c9m09t,"Nuchal cystic hygroma in five fetuses from 1819 to 1826 in the Meckel‐anatomical collections at the University of Halle, Germany",American Journal of Medical Genetics Part A,2007,10.1002/ajmg.a.31488,article,,portico,,2007-01-15,2,143A,http://doi.org/10.1002/ajmg.a.31488,Holger Tönnies; Rudyard Klunker; Rüdiger Schultka; Lennart Olsson; Antje Gerlach; Jürgen Helm; John M. Opitz; Karsten Stock; Luminita Göbbel,"John Wiley & Sons, Inc.",eng,119,128,,cystic hygroma; meckel; fetuses; nuchal cystic; ullrich turner; hygroma colli; nuchal cystic hygroma; noonan syndrome; syndrome; med genet,6370,10,unigram; bigram; trigram
ark://27927/pjbkr0g0h59,(339–348) Proposals to permit DNA sequences to be used for fixing the application of names in prescribed circumstances,Taxon,2023,10.1002/tax.13032,article,reviewArticle,portico,,2023-10-01,5,72,http://doi.org/10.1002/tax.13032,Susanne S. Renner; Kevin R. Thiele; Samuli Lehtonen; Quentin Groom,"John Wiley & Sons, Inc.",eng,1146,1148,,dna sequences; reference sequence; typification; proposals; type less; committee; thiele; see art; less names; bold deleted,3672,3,unigram; bigram; trigram
ark://27927/pfgqr63hc,A possible role of apoptosis for regulating autoreactive responses in systemic lupus erythematosus,Lupus,2001,10.1191/096120301680416977,article,research-article,portico,,2001-04-01,4,10,http://doi.org/10.1191/096120301680416977,M Ohno; M Sugiyama; S Ikoma; M Funauchi; B SukYoo; A Kanamaru; K Kinoshita,SAGE Publications,eng,284,288,,anv binding; lupus erythematosus; apoptosis; mononuclear cells; systemic lupus; systemic lupus erythematosus; binding rate; apoptotic cells; anv binding rate; patients,4158,5,unigram; bigram; trigram
ark://27927/phxc9c90cs,Professional Practice and Ethical Issues Related to Physical Restraint and Seclusion in Schools,Journal of Disability Policy Studies,2016,10.1177/1044207315604366,article,,portico,,2016-09-01,2,27,http://doi.org/10.1177/1044207315604366,Brenda Scheuermann; Reece Peterson; Joseph B. Ryan; Glenna Billingsley,SAGE Publications,eng,86,95,,seclusion; restraint; restraint and seclusion; challenging behaviors; physical restraint; ethical; retrieved from http; professional; ethical issues; students,7507,10,unigram; bigram; trigram
ark://27927/phz1n8f15zt,"Review of Sandra MariëtBeckerman. Corded Ware Coastal Communities: Using Ceramic Analysis to Reconstruct Third Millennium bc Societies in the Netherlands (Leiden: Sidestone Press, 2015, 311 pp., 38 b/w and colour illustr., 30 tables, pbk, ISBN 978-90-8890-318-2)",European Journal of Archaeology,2017,10.1017/eaa.2017.51,article,,portico,,2017-10-09,4,20,http://doi.org/10.1017/eaa.2017.51,Jan Kolář,Cambridge University Press,eng,759,763,,corded ware; ware culture; corded ware culture; beckerman; beakers; bronze age; pottery; archaeology; childe; third millennium,2654,5,unigram; bigram; trigram
http://www.jstor.org/stable/26508254,Population genomic analysis of elongated skulls reveals extensive female-biased immigration in Early Medieval Bavaria,Proceedings of the National Academy of Sciences of the United States of America,2018,,article,research-article,jstor,,2018-03-27,13,115,http://www.jstor.org/stable/26508254,Krishna R. Veeramah; Andreas Rott; Melanie Groß; Lucy van Dorp; Saioa López; Karola Kirsanow; Christian Sell; Jens Blöcher; Daniel Wegmann; Vivian Link; Zuzana Hofmanová; Joris Peters; Bernd Trautmann; Anja Gairhos; Jochen Haberstroh; Bernd Päffgen; Garrett Hellenthal; Brigitte Haas-Gebhard; Michaela Harbeck; Joachim Burger,National Academy of Sciences,eng,3494,3499,,ancestry; skulls; artificially deformed; deformed skulls; individuals; bavarian; skull deformation; samples; genetic; east asian,50406,6,unigrams; bigrams; trigrams
ark://27927/pgh177fq786,ACCOUNTING FOR RATE VARIATION AMONG LINEAGES IN COMPARATIVE DEMOGRAPHIC ANALYSES,Evolution,2014,10.1111/evo.12469,article,,portico,,2014-09-01,9,68,http://doi.org/10.1111/evo.12469,Sandra L. Talbot; Andrew G. Hope; Joseph A. Cook; Simon Y. W. Ho; Jason L. Malaney,"John Wiley & Sons, Inc.",eng,2689,2700,,tundra alpine; skyline plots; bayesian skyline; species; site myr; among taxa; demographic; boreal nearctic; substitution rates; reference rate,8628,12,unigram; bigram; trigram
ark://27927/pgg1f7wjdt0,"A possible massacre at Early Bronze Age Titriş Höyük, Anatolia",International Journal of Osteoarchaeology,2012,10.1002/oa.1177,article,,portico,,2012-01-01,1,22,http://doi.org/10.1002/oa.1177,Ö.D. Erdal,"John Wiley & Sons, Inc.",eng,1,21,,plaster basin; traumas; cranial; late eba; cranial trauma; cranial traumas; mid eba; burials; common burials; wounds,16515,21,unigram; bigram; trigram
ark://27927/pgk1mr2fm4w,Phylogeography of the bobwhite (Colinus) quails,Wildlife Monographs,2016,10.1002/wmon.1017,article,,portico,,2016-01-01,1,193,http://doi.org/10.1002/wmon.1017,Randy W. Deyoung; Leonard A. Brennan; Rodney L. Honeycutt; Damon Williford; Fidel Hernández,"John Wiley & Sons, Inc.",eng,1,49,,bobwhite; northern bobwhite; crested bobwhite; crested; throated bobwhite; throated; subspecies; species; ecological niche; colinus,32881,49,unigram; bigram; trigram
ark://27927/phw6ggtbj1,Reconstructing the History of Marriage Strategies in Indo-European-Speaking Societies: Monogamy and Polygyny,Human Biology,2011,,article,Article,portico,,2011-04-17,1,83,,Laura. Fortunato,Project MUSE,eng,87,105,,phylogenetic; fortunato; posterior probability; marriage; phylogenetic comparative; monogamy; marriage strategies; monogamous marriage; polygyny; borgerhoff mulder,8412,19,unigram; bigram; trigram
ark://27927/pjcbmwk0v6,"Well supplied in life, set aside in death: A multi‐isotope study of Justinian plague victims from Saint‐Doulchard (France, 7th–8th centuries AD)",American Journal of Biological Anthropology,2024,10.1002/ajpa.25002,article,researchArticle,portico,,2024-09-01,1,185,http://doi.org/10.1002/ajpa.25002,Dominique Castex; Jaroslav Brůžek; Sylva Drtikolová Kaupová; Raphaël Durand; Marion Holleville; Sacha Kacki; Zdeněk Vytlačil; Petr Velemínský,"John Wiley & Sons, Inc.",eng,n/a,n/a,,ditch burials; plague; isotope; justinian plague; saint doulchard; archaeological; archaeological science; dietary; cemetery; medieval,11338,11,unigram; bigram; trigram
ark://27927/pgk3bzj79ts,Ancient mitochondrial DNA reveals convergent evolution of giant short-faced bears (Tremarctinae) in North and South America,Biology Letters,2016,10.1098/rsbl.2016.0062,article,research-article,portico,,2016-04-01,4,12,http://doi.org/10.1098/rsbl.2016.0062,Alfredo Prieto; Pere Bover; Francisco Prevosti; Jeremy J. Austin; Blaine W. Schubert; Leopoldo Soibelzon; Sarah C. Bray; Fabiana Martin; Alan Cooper; Kieren J. Mitchell,The Royal Society,eng,,,,arctodus simus; short faced; faced bears; pliocene; pleistocene; spectacled bear; carnivora; short faced bears; fossil record; america,3292,4,unigram; bigram; trigram
ark://27927/pgg40g43zpx,Genome‐wide hypermutation in a subpopulation of stationary‐phase cells underlies recombination‐dependent adaptive mutation,The EMBO Journal,1997,10.1093/emboj/16.11.3303,article,article,portico,,1997-06-01,11,16,http://doi.org/10.1093/emboj/16.11.3303,Susan M. Rosenberg; Joel Torkelson; Mary‐Jane Lombardo; Jayan Nagendran; Carl Thulin; Reuben S. Harris,"John Wiley & Sons, Inc.",eng,3303,3311,,adaptive; mutation; escherichia coli; lac adaptive; mutator lac; adaptive mutation; adaptive reversion; revertants; unselected; colonies,10253,9,unigram; bigram; trigram
http://www.jstor.org/stable/24546242,Revision of Heuchera Section Rhodoheuchera Subsections Hemsleyanae and Rosendahliae Subsectio Nova (Saxifragaceae),Systematic Botany,2014,,article,research-article,jstor,,2014-07-01,3,39,http://www.jstor.org/stable/24546242,Ryan A. Folk; John V. Freudenstein,American Society of Plant Taxonomists,eng,850,874,,heuchera; longipetala; mexicana; mexicana var; longipetala var; heuchera mexicana; var mexicana; subsect; rosendahl; cerro potosi,19332,25,unigrams; bigrams; trigrams
ark://27927/pghc0r5zkr,"Phytoagents for Cancer Management: Regulation of Nucleic Acid Oxidation, ROS, and Related Mechanisms",Oxidative Medicine and Cellular Longevity,2013,10.1155/2013/925804,article,,portico,,2013-12-25,null,2013,http://doi.org/10.1155/2013/925804,Wai-Leng Lee; Chiung-Wen Hu; Lie-Fen Shyur; Jing-Ying Huang,Hindawi,eng,,,,antioxidant; oxidative; cancer; metal ions; antioxidant defense; cancer cells; oxidative stress; phytochemicals; fenton; cellular longevity,16816,22,unigram; bigram; trigram
ark://27927/pjb38hg86pv,Analysis of mitochondrial DNA haplogroup frequencies in the population of the slab burial mortuary culture of Mongolia (ca. 1100–300 BCE),American Journal of Biological Anthropology,2022,10.1002/ajpa.24478,article,article,portico,,2022-04-01,4,177,http://doi.org/10.1002/ajpa.24478,Leland Liu Rogers; Frederika Ann Kaestle,"John Wiley & Sons, Inc.",eng,644,657,,slab burial; mongolia; bronze age; population; haplotypes; steppe; mitochondrial dna; mtdna haplogroup; archaeological culture; eurasian,17504,14,unigram; bigram; trigram
http://www.jstor.org/stable/23789865,The Use of RAPD and AFLP Markers for Characterisation of Winter Barley Genotypes for Breeding to Fusarium Head Blight Resistance,Cereal Research Communications,2008,,article,research-article,jstor,,2008-03-01,1,36,http://www.jstor.org/stable/23789865,Z. Nesvadba; T. Vyhnanek; I. Jeziskova; L. Tvaruzek; J. Spunar; M. Pouch,Akadémiai Kiadó,eng,1,10,,winter barley; genotypes; fusarium head; moderately resistant; barley genotypes; head blight; fhb resistance; ladoga; fusarium head blight; tiffany,3514,10,unigrams; bigrams; trigrams
ark://27927/phx6179mt2w,Combining bleach and mild predigestion improves ancient DNA recovery from bones,Molecular Ecology Resources,2017,10.1111/1755-0998.12623,article,,portico,,2017-07-01,4,17,http://doi.org/10.1111/1755-0998.12623,Agata T. Gondek; Sanne Boessenkool; Bastiaan Star; Clio Der Sarkissian; Heidi M. Nistelberger; Kristian Hanghøj; Ludovic Orlando; James H. Barrett,"John Wiley & Sons, Inc.",eng,742,751,,atlantic cod; bleach; endogenous dna; ancient dna; double digestion; microbial; bleach wash; bone powder; sequencing; microbial profiles,6516,10,unigram; bigram; trigram
http://www.jstor.org/stable/2366011,A Distinct Segment of the σ<sup>32</sup> Polypeptide is Involved in DnaK-Mediated Negative Control of the Heat Shock Response in Escherichia coli,Proceedings of the National Academy of Sciences of the United States of America,1994,,article,research-article,jstor,,1994-10-25,22,91,http://www.jstor.org/stable/2366011,Hiroki Nagai; Harumi Yuzawa; Masaaki Kanemori; Takashi Yura,National Academy of Sciences,eng,10280,10284,,shutoff; protein; dnak dnaj; fusion protein; synthesis; gene fusions; dnak mediated; rpoh lacz; rpoh coding; rpoh sequence,5403,5,unigrams; bigrams; trigrams
ark://27927/pgf11sf9f87,Radiation Abolishes Inducer Binding to Lactose Repressor,Radiation Research,2005,10.1667/RR3336,article,research-article,portico,,2005-04-01,4,163,http://doi.org/10.1667/RR3336,Nathalie Gillard; Mélanie Spotheim-Maurizot; Michel Charlier,BioOne,eng,433,446,,repressor; iptg binding; lac repressor; irradiated; protomers; protein; inducer; scavenging; operator; maurizot,9725,14,unigram; bigram; trigram
ark://27927/pjbns66ps98,Did crops expand in tandem with culinary practices from their region of origin? Evidence from ancient DNA and material culture,Antiquity,2024,10.15184/aqy.2023.197,article,research-article,portico,,2024-02-01,397,98,http://doi.org/10.15184/aqy.2023.197,Yidilisi Abuduresule; Diane L. Lister; Harriet V. Hunt; Xinyi Liu; Wenying Li; Changsui Wang; Martin K. Jones; Hongen Jiang,Cambridge University Press,eng,12,29,,broomcorn millet; xinjiang; sticky; non waxy; culinary; antiquity publications; non sticky; cemeteries; culinary practices; archaeological,8900,18,unigram; bigram; trigram
ark://27927/pf219t8g5m,Nucleic Acids with a Six‐Membered ‘Carbohydrate’ Mimic in the Backbone,Chemistry & Biodiversity,2010,10.1002/cbdv.200900185,article,review-article,portico,,2010-01-01,1,7,http://doi.org/10.1002/cbdv.200900185,Piet Herdewijn,"John Wiley & Sons, Inc.",eng,1,59,,duplex; nucleosides; nucleic acids; chemistry biodiversity; pyranose; oligonucleotides; hna rna; dideoxy; moiety; synthesis,19151,59,unigram; bigram; trigram
ark://27927/pgk26wfppfn,Preface,American Journal of Physical Anthropology,2016,10.1002/ajpa.22911,article,,portico,,2016-01-01,Supplement 61,159,http://doi.org/10.1002/ajpa.22911,Trudy R. Turner,"John Wiley & Sons, Inc.",eng,S3,S3,,yearbook; editorial board; yearbook articles; human evolution; subfields; anthropology; habicht bouwman; hominin clade; grauer gorilla; biological anthropology,965,1,unigram; bigram; trigram
ark://27927/pfgc2pp6d,"Screening for copy‐number alterations and loss of heterozygosity in chronic lymphocytic leukemia—A comparative study of four differently designed, high resolution microarray platforms","Genes, Chromosomes and Cancer",2008,10.1002/gcc.20575,article,,portico,,2008-08-01,8,47,http://doi.org/10.1002/gcc.20575,Anne Marie Ottesen; Henrik Hjalgrim; Anders Isaksson; Ulrika Liljedahl; Anne Mette Buhl; Karin Ekström Smedby; Richard Rosenquist; Hanna Göransson; Mahmoud Mansouri; Johan Staaf; Ann‐Christine Syvänen; Gunnar Juliusson; Ulrik Ralfkiær; Åke Borg; Jesper Jurlander; Rebeqa Gunnarsson; Mattias Jansson,"John Wiley & Sons, Inc.",eng,697,711,,platforms; snp arrays; affymetrix; illumina; detected; genes chromosomes; agilent; lymphocytic leukemia; chromosomes cancer; genomic,9864,15,unigram; bigram; trigram
ark://27927/pjbns8b9b20,Ancient genomes reveal the origin and kinship burial patterns of human remains during the 11th to 13th centuries in northern China,International Journal of Osteoarchaeology,2024,10.1002/oa.3274,article,article,portico,,2024-01-01,1,34,http://doi.org/10.1002/oa.3274,Yan Liu; Chao Ning; Haibing Yuan; Jiashuo Zhang; Pengcheng Ma; Chen Duan; Zerong Yun; Fan Zhang; Dawei Cai; Ruojing Zhang,"John Wiley & Sons, Inc.",eng,n/a,n/a,,ancient; genetic; individuals; kinship; xyc site; northern china; xyc individuals; xiyang; ancient dna; haplogroup,9934,10,unigram; bigram; trigram
ark://27927/phzhbkfm673,Index hopping on the Illumina HiseqX platform and its consequences for ancient DNA studies,Molecular Ecology Resources,2020,10.1111/1755-0998.13009,article,,portico,,2020-09-01,5,20,http://doi.org/10.1111/1755-0998.13009,Tom van der Valk; Mattias Ormestad; Love Dalén; Katerina Guschanski; Francesco Vezzi,"John Wiley & Sons, Inc.",eng,1171,1181,,index hopping; sequencing; barcode; illumina; hopped reads; samples; endogenous; endogenous content; ancient dna; sequenced reads,8830,11,unigram; bigram; trigram
ark://27927/phzjx5013kv,Heterogeneous Immunological Landscapes and Medieval Plague: An Invitation to a New Dialogue between Historians and Immunologists,The Medieval Globe,2015,,article,,portico,,2015-01-01,1-2,1,,Matthew B. Lawrenz; Fabian Crespo,Project MUSE,eng,229,257,,plague; immune; medieval plague; immunological; fabian crespo; populations; immune response; pathogen; pestis; plague pathogen,11364,29,unigram; bigram; trigram
ark://27927/phz30f0p5v2,Homotopy theory of complete Lie algebras and Lie models of simplicial sets,Journal of Topology,2018,10.1112/topo.12073,article,,portico,,2018-09-01,3,11,http://doi.org/10.1112/topo.12073,Urtzi Buijs; Yves Félix; Aniceto Murillo; Daniel Tanré,"John Wiley & Sons, Inc.",eng,799,825,,simplicial; simplicial set; maurer cartan; homotopy; algebras; finite simplicial; quasi isomorphism; aniceto murillo; morphism; félix aniceto,13114,27,unigram; bigram; trigram
ark://27927/pgh1djs911j,Resurrecting ancient animal genomes: The extinct moa and more,BioEssays,2012,10.1002/bies.201200040,article,,portico,,2012-08-01,8,34,http://doi.org/10.1002/bies.201200040,David M. Lambert; Leon Huynen; Craig D. Millar,"John Wiley & Sons, Inc.",eng,661,669,,woolly mammoth; extinct; ancient; ancient dna; genome; mammoth haemoglobin; endogenous dna; prospects overviews; mitochondrial; coprolites,8245,9,unigram; bigram; trigram
http://www.jstor.org/stable/26507321,Unique parasite aDNA in moa coprolites from New Zealand suggests mass parasite extinctions followed human-induced megafauna extinctions,Proceedings of the National Academy of Sciences of the United States of America,2018,,article,research-article,jstor,,2018-02-13,7,115,http://www.jstor.org/stable/26507321,Kevin D. Lafferty; Skylar R. Hopkins,National Academy of Sciences,eng,1411,1413,,coprolites; zealandia; parasites; upland moa; moa coprolites; extinctions; species; moa extinctions; zealand; moa aves,2010,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/27198698,ARCHAEOLOGY IN THE NEWS,Archaeology Ireland,2022,,article,misc,jstor,,2022-04-01,1,36,http://www.jstor.org/stable/27198698,Laura Coltofean-Arizancu; Bisserka Gaydarska; Uroš Matić,Wordwell Ltd.,eng,9,11,,archaeology; gender stereotypes; heritage; cuilcagh; archaeological heritage; monuments; achievement awards; mammoth graveyard; irish academy; royal irish,1531,3,unigrams; bigrams; trigrams
ark://27927/pgh8tmw2mj,"New Advances of microRNAs in Glioma Stem Cells, With Special Emphasis on Aberrant Methylation of microRNAs",Journal of Cellular Physiology,2014,10.1002/jcp.24540,article,,portico,,2014-09-01,9,229,http://doi.org/10.1002/jcp.24540,Er‐Bao Bian; Jia Li; Bing Zhao; Jun Li,"John Wiley & Sons, Inc.",eng,1141,1147,,glioma; mirnas; glioma stem; glioma cells; cancer; glioblastoma; expression; methylation; microrna; cancer stem,7472,7,unigram; bigram; trigram
ark://27927/phxkmbx8zk,UVB DNA Dosimeters Analyzed by Polymerase Chain Reactions,Photochemistry and Photobiology,1997,10.1111/j.1751-1097.1997.tb03142.x,article,,portico,,1997-07-01,1,66,http://doi.org/10.1111/j.1751-1097.1997.tb03142.x,Hiroko Yoshida; James D. Regan,"John Wiley & Sons, Inc.",eng,82,88,,dosimeter; solar uvb; uvb simulator; lesion frequency; dried dna; aqueous dna; average lesion; solar uvb simulator; dna dosimeter; dna dosimeters,6741,7,unigram; bigram; trigram
ark://27927/phzhr4mdf2g,Distribution of RecBCD and AddAB recombination-associated genes among bacteria in 33 phyla,Microbiology,2020,10.1099/mic.0.000980,article,,portico,,2020-10-21,11,166,http://doi.org/10.1099/mic.0.000980,Deepti Gurung; Robert M. Blumenthal,Microbiology Society,eng,1050,1067,,orthologues; recb recc; scores; actinobacteria; species; gammaproteobacteria; blumenthal microbiology; recb orthologues; conserved; phylum,12257,18,unigram; bigram; trigram
ark://27927/pjbbbqbbmqf,Theorizing “Stories About Algorithms” as a Mechanism in the Formation and Maintenance of Algorithmic Imaginaries,Social Media + Society,2022,10.1177/20563051221077025,article,research-article,portico,,2022-01-01,1,8,http://doi.org/10.1177/20563051221077025,Andreas Schellewald,SAGE Publications,eng,,,,algorithmic; algorithmic imaginaries; tiktok algorithm; stories; videos; stories about algorithms; ordinary users; bucher; people; participants,10010,10,unigram; bigram; trigram
ark://27927/pc05pn8gb,Molecular cloning and functional study of rat estrogen receptor‐related receptor γ in rat prostatic cells,Prostate,2006,10.1002/pros.20429,article,,portico,,2006-11-01,15,66,http://doi.org/10.1002/pros.20429,Yu Huang; H.L. Choi; Franky L. Chan; K.B. Wong; Shiuan Chen; Ki Lui; Shan Yu,"John Wiley & Sons, Inc.",eng,1600,1619,,prostate; rat prostate; transfectants; prostate cancer; prostatic cells; prostate gland; expression; estrogen; stable transfectants; receptor,11557,20,unigram; bigram; trigram
ark://27927/phx3dqtx89g,New genetic and morphological evidence suggests a single hoaxer created ‘Piltdown man’,Royal Society Open Science,2016,10.1098/rsos.160328,article,research-article,portico,,2016-08-01,8,3,http://doi.org/10.1098/rsos.160328,Adrian Lister; Matthew M. Skinner; Simon A. Parfitt; Laura Tabitha Buck; Thomas Higham; Chris G. Jones; Chris B. Stringer; Karolyn Shindler; Rizwaan Abbas; Silvia M. Bello; Robert Kruszynski; Christopher Dean; Lucia Burgia; Linus Girdland Flink; Alison Freyne; Isabelle De Groote,The Royal Society,eng,,,,piltdown; mandible; canine; electronic supplementary; dawson; supplementary material; smith woodward; piltdown forgery; specimens; piltdown man,10583,14,unigram; bigram; trigram
ark://27927/pjb5gt2m5nx,Posters,Febs Open Bio,2022,10.1002/2211-5463.13440,article,abstract,portico,,2022-07-01,S1,12,http://doi.org/10.1002/2211-5463.13440,,"John Wiley & Sons, Inc.",eng,67,336,,cancer; zagreb croatia; open bio; febs open; ado ekiti; cancer cells; febs open bio; russia rudn; rudn university; moscow russia,256318,270,unigram; bigram; trigram
ark://27927/pgh223xbnxn,"Effects of the Hydrological Cycle and Human Settlements on the Population Status of Podocnemis unifilis (Testudines: Podocnemididae) in the Xingu River, Brazil",Chelonian Conservation and Biology,2013,10.2744/CCB-0954.1,article,research-article,portico,,2013-07-01,1,12,http://doi.org/10.2744/CCB-0954.1,Daniely Félix da Silva; Juarez Carlos Brito Pezzuti; Aderson de Souza Alcântara,BioOne,eng,134,142,,xingu river; hydrological cycle; middle xingu; altamira; turtles; félix silva; middle xingu river; chelonian conservation; fachı́n terán; amazon basin,5959,9,unigram; bigram; trigram
ark://27927/phz1cswc618,"Review of Metin I. Eren, ed. Hunter-Gatherer Behavior: Human Response during the Younger Dryas (Walnut Creek, CA: Left Coast Press, 2012, 281pp., hbk, ISBN 978-1-59874-602-0)",European Journal of Archaeology,2014,10.1179/146195714X13820028180207,article,book-review,portico,,2014-01-01,1,17,http://doi.org/10.1179/146195714X13820028180207,Tobias Richter,Cambridge University Press,eng,151,154,,younger dryas; pleistocene; cultural change; gatherer; iberian peninsula; gatherer societies; hunter; wace ajb; pleistocene hunter; environmental,2061,4,unigram; bigram; trigram
